Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR26125051,2024-03-14 15:26:59,2023-09-20 20:46:43,62469244,18740773200,62469244,300,5774,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR026/26125/SRR26125051/SRR26125051.lite.1,SRX21838782,GSM7791859,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP462028,PRJNA1019233,3,1019233,SRS18937150,SAMN37475134,simple,10090,Mus musculus,GSM7791859,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1716490,,public,CD3E51FBDD758D4D525F98BC8A348C33,D0C4097D15FCA346C46009289DB75815
SRR26125050,2024-03-14 15:26:59,2023-09-20 20:49:01,55812788,16743836400,55812788,300,5292,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR026/26125/SRR26125050/SRR26125050.lite.1,SRX21838783,GSM7791860,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP462028,PRJNA1019233,3,1019233,SRS18937153,SAMN37475133,simple,10090,Mus musculus,GSM7791860,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1716490,,public,A8259D216134E998D77F8B145715DAC5,337592881AB6CCC7DEAE1A369F28BFEF
SRR26125049,2024-03-14 15:26:59,2023-09-20 20:51:46,59307186,17792155800,59307186,300,5524,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR026/26125/SRR26125049/SRR26125049.lite.1,SRX21838784,GSM7791861,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP462028,PRJNA1019233,3,1019233,SRS18937156,SAMN37475132,simple,10090,Mus musculus,GSM7791861,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1716490,,public,B436A5D1D85FF8899817622115F3FC05,5156E141106412C8F554A76A4C4EA36D
SRR26125048,2024-03-14 15:26:59,2023-09-20 20:47:03,50422768,15126830400,50422768,300,4859,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR026/26125/SRR26125048/SRR26125048.lite.1,SRX21838785,GSM7791862,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP462028,PRJNA1019233,3,1019233,SRS18937159,SAMN37475131,simple,10090,Mus musculus,GSM7791862,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1716490,,public,80E0A334D3F77CE0323ADD91C2E9AA91,F1E1A48F091513A2D246C52621AE83C1
SRR26125057,2024-03-14 15:26:58,2023-09-20 20:52:54,46585589,13975676700,46585589,300,4431,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR026/26125/SRR26125057/SRR26125057.lite.1,SRX21838776,GSM7791853,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP462028,PRJNA1019233,3,1019233,SRS18937143,SAMN37475140,simple,10090,Mus musculus,GSM7791853,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1716490,,public,976FCB520A06D63D509347B377265E67,95E37EFBADF98E9DCEED8580C0EEB0D6
SRR26125056,2024-03-14 15:26:59,2023-09-20 20:49:47,56516473,16954941900,56516473,300,5546,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR026/26125/SRR26125056/SRR26125056.lite.1,SRX21838777,GSM7791854,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP462028,PRJNA1019233,3,1019233,SRS18937141,SAMN37475139,simple,10090,Mus musculus,GSM7791854,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1716490,,public,95DE535793723B988799B6CCA564F8E9,699BEA7AAD6D326347FD88A4B0041A3C
SRR26125055,2024-03-14 15:26:59,2023-09-20 20:59:23,60025250,18007575000,60025250,300,5664,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR026/26125/SRR26125055/SRR26125055.lite.1,SRX21838778,GSM7791855,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP462028,PRJNA1019233,3,1019233,SRS18937144,SAMN37475138,simple,10090,Mus musculus,GSM7791855,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1716490,,public,592B754234ABCE42BD7E240FB13ECD07,DC81C96D4BAC812802BA68148D2B0B97
SRR26125054,2024-03-14 15:26:59,2023-09-20 20:49:22,56567276,16970182800,56567276,300,5503,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR026/26125/SRR26125054/SRR26125054.lite.1,SRX21838779,GSM7791856,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP462028,PRJNA1019233,3,1019233,SRS18937142,SAMN37475137,simple,10090,Mus musculus,GSM7791856,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1716490,,public,0A0B54AE12C8B926001F59E8C694DE0D,C8085EBBB0822C97C3C17E4090700513
SRR26125053,2024-03-14 15:26:59,2023-09-20 23:00:19,84296348,25288904400,84296348,300,7941,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR026/26125/SRR26125053/SRR26125053.lite.1,SRX21838780,GSM7791857,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP462028,PRJNA1019233,3,1019233,SRS18937145,SAMN37475136,simple,10090,Mus musculus,GSM7791857,,,,,,,no,,,,,SANFORD BURNHAM PREBYS MEDICAL DISCOVERY INSTITUTE,SRA1716490,,public,46965F246B3E6D2C689B175A26481C8D,7CBF467F4FDB5BDF5E6816B4AED89DBB
SRR25634004,2024-05-01 00:29:59,2023-08-14 16:18:40,10633520,3190056000,10633520,300,1053,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25634/SRR25634004/SRR25634004.lite.1,SRX21360790,GSM7709138,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-T7,SRP454934,PRJNA1005232,,1005232,SRS18605318,SAMN36983667,simple,9615,Canis lupus familiaris,GSM7709138,,,,,,,no,,,,,"CARDIOVASCULAR RESEARCH INSTITUTE, DEPARTMENT OF CARDIOLOGY, RENMIN HOSPITAL OF WUHAN UNIVERSITY",SRA1692049,,public,87D6CCB619375F14CB421ED78A9EC27D,83A9F83CE7F9D6895BF7266986621697
SRR25634003,2024-05-01 00:29:59,2023-08-14 16:16:46,10826424,3247927200,10826424,300,1092,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25634/SRR25634003/SRR25634003.lite.1,SRX21360791,GSM7709139,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-T7,SRP454934,PRJNA1005232,,1005232,SRS18605319,SAMN36983666,simple,9615,Canis lupus familiaris,GSM7709139,,,,,,,no,,,,,"CARDIOVASCULAR RESEARCH INSTITUTE, DEPARTMENT OF CARDIOLOGY, RENMIN HOSPITAL OF WUHAN UNIVERSITY",SRA1692049,,public,EE6C98D89E545264499DA3F99E190F25,EF3B92FBF3F90F365F0995A6C907C487
SRR25634002,2024-05-01 00:29:59,2023-08-14 16:18:17,11074446,3322333800,11074446,300,1099,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25634/SRR25634002/SRR25634002.lite.1,SRX21360792,GSM7709140,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-T7,SRP454934,PRJNA1005232,,1005232,SRS18605317,SAMN36983665,simple,9615,Canis lupus familiaris,GSM7709140,,,,,,,no,,,,,"CARDIOVASCULAR RESEARCH INSTITUTE, DEPARTMENT OF CARDIOLOGY, RENMIN HOSPITAL OF WUHAN UNIVERSITY",SRA1692049,,public,FD876C1C1204272814F74B204FB79C51,0F924DAFB5BDF88CD523DF0030B750EF
SRR25634001,2024-05-01 00:29:59,2023-08-14 16:17:44,10509781,3152934300,10509781,300,1050,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25634/SRR25634001/SRR25634001.lite.1,SRX21360793,GSM7709141,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-T7,SRP454934,PRJNA1005232,,1005232,SRS18605320,SAMN36983664,simple,9615,Canis lupus familiaris,GSM7709141,,,,,,,no,,,,,"CARDIOVASCULAR RESEARCH INSTITUTE, DEPARTMENT OF CARDIOLOGY, RENMIN HOSPITAL OF WUHAN UNIVERSITY",SRA1692049,,public,EEE1651802F5F3B84CF81D57FDF5F31A,E716B5F165BFE24A0FAA1AE5F5D460D7
SRR25634000,2024-05-01 00:29:59,2023-08-14 16:18:17,9388019,2816405700,9388019,300,942,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25634/SRR25634000/SRR25634000.lite.1,SRX21360794,GSM7709142,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-T7,SRP454934,PRJNA1005232,,1005232,SRS18605313,SAMN36983663,simple,9615,Canis lupus familiaris,GSM7709142,,,,,,,no,,,,,"CARDIOVASCULAR RESEARCH INSTITUTE, DEPARTMENT OF CARDIOLOGY, RENMIN HOSPITAL OF WUHAN UNIVERSITY",SRA1692049,,public,E7821D868F64739DBFFECECD63C46AA1,E19D93C3971436BF3182F398BBEA5E6F
SRR25634009,2024-05-01 00:29:59,2023-08-14 16:42:17,24958224,7487467200,24958224,300,3879,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25634/SRR25634009/SRR25634009.lite.1,SRX21360785,GSM7709133,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-T7,SRP454934,PRJNA1005232,,1005232,SRS18605305,SAMN36983672,simple,9615,Canis lupus familiaris,GSM7709133,,,,,,,no,,,,,"CARDIOVASCULAR RESEARCH INSTITUTE, DEPARTMENT OF CARDIOLOGY, RENMIN HOSPITAL OF WUHAN UNIVERSITY",SRA1692049,,public,7EDCBF20D5E8ED401CBA47B103CC8E1D,FC66DA44D194FDD6F1906B3868F1C2BB
SRR25634008,2024-05-01 00:29:59,2023-08-14 16:26:33,35282995,10584898500,35282995,300,5400,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25634/SRR25634008/SRR25634008.lite.1,SRX21360786,GSM7709134,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-T7,SRP454934,PRJNA1005232,,1005232,SRS18605306,SAMN36983671,simple,9615,Canis lupus familiaris,GSM7709134,,,,,,,no,,,,,"CARDIOVASCULAR RESEARCH INSTITUTE, DEPARTMENT OF CARDIOLOGY, RENMIN HOSPITAL OF WUHAN UNIVERSITY",SRA1692049,,public,767551683A5D7D9375786353BFA55A0B,EC332ECD63841461249B140E7F87F127
SRR25634006,2024-05-01 00:29:59,2023-08-14 16:47:30,25782829,7734848700,25782829,300,3972,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25634/SRR25634006/SRR25634006.lite.1,SRX21360788,GSM7709136,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-T7,SRP454934,PRJNA1005232,,1005232,SRS18605308,SAMN36983669,simple,9615,Canis lupus familiaris,GSM7709136,,,,,,,no,,,,,"CARDIOVASCULAR RESEARCH INSTITUTE, DEPARTMENT OF CARDIOLOGY, RENMIN HOSPITAL OF WUHAN UNIVERSITY",SRA1692049,,public,7881FFDD3A2E65A0B625257A6C01E39E,CCD2290A1059CF0140C8436BD07F6036
SRR25634005,2024-05-01 00:29:59,2023-08-14 16:18:29,9723385,2917015500,9723385,300,977,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25634/SRR25634005/SRR25634005.lite.1,SRX21360789,GSM7709137,miRNA-Seq,size fractionation,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-T7,SRP454934,PRJNA1005232,,1005232,SRS18605309,SAMN36983668,simple,9615,Canis lupus familiaris,GSM7709137,,,,,,,no,,,,,"CARDIOVASCULAR RESEARCH INSTITUTE, DEPARTMENT OF CARDIOLOGY, RENMIN HOSPITAL OF WUHAN UNIVERSITY",SRA1692049,,public,C3C3613A6C779531A383BFC4C1D0B30D,5BAE036B0D716B576A5882B6BBE88143
SRR25634007,2024-05-01 00:29:59,2023-08-14 16:27:32,37880275,11364082500,37880275,300,5873,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25634/SRR25634007/SRR25634007.lite.1,SRX21360787,GSM7709135,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-T7,SRP454934,PRJNA1005232,,1005232,SRS18605312,SAMN36983670,simple,9615,Canis lupus familiaris,GSM7709135,,,,,,,no,,,,,"CARDIOVASCULAR RESEARCH INSTITUTE, DEPARTMENT OF CARDIOLOGY, RENMIN HOSPITAL OF WUHAN UNIVERSITY",SRA1692049,,public,B2C636E9D4F0A70A4CB2EF26976659CF,F553166E20258B89ED4A0A567B454CA3
SRR25634011,2024-05-01 00:29:58,2023-08-14 16:42:57,31249018,9374705400,31249018,300,4830,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25634/SRR25634011/SRR25634011.lite.1,SRX21360783,GSM7709131,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-T7,SRP454934,PRJNA1005232,,1005232,SRS18605304,SAMN36983674,simple,9615,Canis lupus familiaris,GSM7709131,,,,,,,no,,,,,"CARDIOVASCULAR RESEARCH INSTITUTE, DEPARTMENT OF CARDIOLOGY, RENMIN HOSPITAL OF WUHAN UNIVERSITY",SRA1692049,,public,402251FA0B43407E72A938C13A9AAF1A,C3643F0A40D60081736E5BBFC512F2BF
SRR25634010,2024-05-01 00:29:58,2023-08-14 16:25:21,28859490,8657847000,28859490,300,4458,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR025/25634/SRR25634010/SRR25634010.lite.1,SRX21360784,GSM7709132,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,DNBSEQ,DNBSEQ-T7,SRP454934,PRJNA1005232,,1005232,SRS18605626,SAMN36983673,simple,9615,Canis lupus familiaris,GSM7709132,,,,,,,no,,,,,"CARDIOVASCULAR RESEARCH INSTITUTE, DEPARTMENT OF CARDIOLOGY, RENMIN HOSPITAL OF WUHAN UNIVERSITY",SRA1692049,,public,033E16F50CE362D35A5AB321A601981D,C60EDB83DAC6DC8E8C2025CA2FDDFB10
SRR25568373,2023-10-01 11:37:19,2023-08-08 08:35:27,23283719,1164185950,0,50,967,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR025/25568/SRR25568373/SRR25568373.lite.1,SRX21297129,PEGPLA2,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP453975,PRJNA1003397,,1003397,SRS18546235,SAMN36887629,simple,10090,Mus musculus,PEGPLA2,,,,,not determined,,no,,,,,SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,SRA1688589,,public,7DAB6C3D1887427257576D3CF70ECE3B,71FC02ED2A2DBCCB18781A41BB1504E2
SRR25568372,2023-10-01 11:37:19,2023-08-08 08:36:47,23292573,1164628650,0,50,954,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR025/25568/SRR25568372/SRR25568372.lite.1,SRX21297130,PEGPLA3,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP453975,PRJNA1003397,,1003397,SRS18546237,SAMN36887630,simple,10090,Mus musculus,PEGPLA3,,,,,not determined,,no,,,,,SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,SRA1688589,,public,AC964715C0EBF0FCBFDAFB839B61F728,924657D9F8AAC40A70D7C4E5BD07D27A
SRR25568371,2023-10-01 11:37:19,2023-08-08 08:36:46,23496631,1174831550,0,50,978,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR025/25568/SRR25568371/SRR25568371.lite.1,SRX21297131,QD1,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP453975,PRJNA1003397,,1003397,SRS18546238,SAMN36887631,simple,10090,Mus musculus,QD1,,,,,not determined,,no,,,,,SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,SRA1688589,,public,AAB84D6BC1781A1AAF06F03D2FBA8DE0,44F826F6BD91945F4348B30893B3E83E
SRR25568378,2023-10-01 11:37:19,2023-08-08 08:36:54,23233576,1161678800,0,50,953,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR025/25568/SRR25568378/SRR25568378.lite.1,SRX21297124,CTRL3,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP453975,PRJNA1003397,,1003397,SRS18546231,SAMN36887624,simple,10090,Mus musculus,CTRL3,,,,,not determined,,no,,,,,SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,SRA1688589,,public,0E17FAC95035548783085066C9DFEBAD,C9B6AA53931C3F34C78B85D3DDFB558F
SRR25568375,2023-10-01 11:37:19,2023-08-08 08:35:21,23247275,1162363750,0,50,951,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR025/25568/SRR25568375/SRR25568375.lite.1,SRX21297127,RHDL3,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP453975,PRJNA1003397,,1003397,SRS18546232,SAMN36887627,simple,10090,Mus musculus,RHDL3,,,,,not determined,,no,,,,,SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,SRA1688589,,public,BC85ED9580803EFBF389A2BF41367F73,124CD9C425F2D6451744E5202CA83F69
SRR25568376,2023-10-01 11:37:19,2023-08-08 08:36:43,23258385,1162919250,0,50,959,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR025/25568/SRR25568376/SRR25568376.lite.1,SRX21297126,RHDL2,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP453975,PRJNA1003397,,1003397,SRS18546233,SAMN36887626,simple,10090,Mus musculus,RHDL2,,,,,not determined,,no,,,,,SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,SRA1688589,,public,F4F4491FBC4267C493B3EBCE284638AF,07BA8209662B83A68259DEC9674E3ADB
SRR25568377,2023-10-01 11:37:19,2023-08-08 08:36:18,23264065,1163203250,0,50,950,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR025/25568/SRR25568377/SRR25568377.lite.1,SRX21297125,RHDL1,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP453975,PRJNA1003397,,1003397,SRS18546234,SAMN36887625,simple,10090,Mus musculus,RHDL1,,,,,not determined,,no,,,,,SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,SRA1688589,,public,96B533A9A863BE122477C595436A1B7E,C32A295D20805547446735DEACA14C29
SRR25568374,2023-10-01 11:37:19,2023-08-08 08:41:12,23273908,1163695400,0,50,953,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR025/25568/SRR25568374/SRR25568374.lite.1,SRX21297128,PEGPLA1,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP453975,PRJNA1003397,,1003397,SRS18546236,SAMN36887628,simple,10090,Mus musculus,PEGPLA1,,,,,not determined,,no,,,,,SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,SRA1688589,,public,927CAF3CDD3D75ADC3B0040CACE882BF,C39DD01C3DA6D8962B032F0E5C73BDF0
SRR25568381,2023-10-01 11:37:19,2023-08-08 08:38:51,23811770,1190588500,0,50,1006,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR025/25568/SRR25568381/SRR25568381.lite.1,SRX21297121,AUNP1,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP453975,PRJNA1003397,,1003397,SRS18546228,SAMN36887637,simple,10090,Mus musculus,AUNP1,,,,,not determined,,no,,,,,SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,SRA1688589,,public,92465933BA08DFEA7F4F1F600BE00735,4F5B0F4168C685D0C60AA2AFCF7C5210
SRR25568380,2023-10-01 11:37:19,2023-08-08 08:52:18,23869712,1193485600,0,50,1014,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR025/25568/SRR25568380/SRR25568380.lite.1,SRX21297122,AUNP2,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP453975,PRJNA1003397,,1003397,SRS18546227,SAMN36887638,simple,10090,Mus musculus,AUNP2,,,,,not determined,,no,,,,,SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,SRA1688589,,public,37EEC2967F4F054CC90C2EA04A3CD2E5,19E890E3F8D6CF434EAB69F676FD7472
SRR25568379,2023-10-01 11:37:19,2023-08-08 08:35:26,23860279,1193013950,0,50,1003,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR025/25568/SRR25568379/SRR25568379.lite.1,SRX21297123,AUNP3,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP453975,PRJNA1003397,,1003397,SRS18546230,SAMN36887639,simple,10090,Mus musculus,AUNP3,,,,,not determined,,no,,,,,SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,SRA1688589,,public,C73EC84845D0F7F10CB7B8DFF3432BB1,5CC84FFBC6E2E6FCB0430B48EC0625D6
SRR25568383,2023-10-01 11:37:19,2023-08-08 08:40:28,23505384,1175269200,0,50,983,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR025/25568/SRR25568383/SRR25568383.lite.1,SRX21297119,PQD2,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP453975,PRJNA1003397,,1003397,SRS18546226,SAMN36887635,simple,10090,Mus musculus,PQD2,,,,,not determined,,no,,,,,SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,SRA1688589,,public,C36AB3981B803B50AC0E5F301E677F65,17B2EA507185DB091B3F3636ECADACA5
SRR25568382,2023-10-01 11:37:19,2023-08-08 08:36:52,23503996,1175199800,0,50,988,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR025/25568/SRR25568382/SRR25568382.lite.1,SRX21297120,PQD3,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP453975,PRJNA1003397,,1003397,SRS18546229,SAMN36887636,simple,10090,Mus musculus,PQD3,,,,,not determined,,no,,,,,SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,SRA1688589,,public,2D39C918FD99DCE4CF6449634732B8A7,9D17892C73025E94D7597454422EBF5A
SRR25568388,2023-10-01 11:37:19,2023-08-08 08:35:20,22798555,1139927750,0,50,930,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR025/25568/SRR25568388/SRR25568388.lite.1,SRX21297114,CTRL1,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP453975,PRJNA1003397,,1003397,SRS18546221,SAMN36887622,simple,10090,Mus musculus,CTRL1,,,,,not determined,,no,,,,,SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,SRA1688589,,public,6DF3BA5AE6EE8DCBCFF5B1C26117F540,2B0150A2ABCF07652332B6C9A7B84AED
SRR25568387,2023-10-01 11:37:19,2023-08-08 08:47:38,23262882,1163144100,0,50,956,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR025/25568/SRR25568387/SRR25568387.lite.1,SRX21297115,CTRL2,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP453975,PRJNA1003397,,1003397,SRS18546222,SAMN36887623,simple,10090,Mus musculus,CTRL2,,,,,not determined,,no,,,,,SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,SRA1688589,,public,E65F292A9A8CB28BD06003C5E32FACE2,ACE3221FC4E8BDCB5B0518645DB768A6
SRR25568386,2023-10-01 11:37:19,2023-08-08 08:35:32,23483363,1174168150,0,50,984,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-818/SRR025/25568/SRR25568386/SRR25568386.lite.1,SRX21297116,QD2,RNA-Seq,Oligo-dT,TRANSCRIPTOMIC,SINGLE,0,0,BGISEQ,BGISEQ-500,SRP453975,PRJNA1003397,,1003397,SRS18546223,SAMN36887632,simple,10090,Mus musculus,QD2,,,,,not determined,,no,,,,,SHANGHAI JIAO TONG UNIVERSITY SCHOOL OF MEDICINE,SRA1688589,,public,C63CECDC20C8014A6FD9D6F461FDC89A,BFEBED53AB80813647CA006648C7B4E0
